,SERIAL_NUM,AUM_M13
92455,97844,1367877
95221,97845,234825
5200,97846,950142
80023,97847,74523
46612,97848,1270315
5401,97849,644644
24579,97850,457288
67593,97851,113128
58819,97852,2575946
26633,97853,191225
116556,97854,995372
144646,97855,973006
35807,97856,53522
137507,97857,1275
31298,97858,1093824
47628,97859,551977
29353,97860,590
61575,97861,116803
76215,97862,106250
78851,97863,93729
26785,97864,98595
97993,97865,182678
17643,97866,328202
129339,97867,125730
47903,97868,92156
84163,97869,69852
34733,97870,77259
104882,97871,66661
47142,97872,51613
97517,97873,3898
147279,97874,556225
105069,97875,96955
145725,97876,19
19051,97877,254797
134519,97878,14568
67291,97879,11164
134741,97880,70334
113686,97881,192657
83086,97882,821820
41650,97883,1628
24478,97884,690981
108062,97885,2479325
7261,97886,0
70767,97887,47
24420,97888,500756
91934,97889,155976
126880,97890,526622
54945,97891,58688
106103,97892,2126
135218,97893,33147
74264,97894,8821
76650,97895,294235
98146,97896,175536
93867,97897,1253564
104848,97898,33243
80501,97899,77
61582,97900,306750
69581,97901,2585184
144533,97902,8132
53561,97903,223544
53637,97904,1031
38078,97905,754013
32241,97906,5895
37403,97907,499671
53940,97908,555193
116272,97909,687595
29196,97910,493022
32065,97911,933178
147429,97912,23567
7688,97913,135015
140698,97914,1808775
116212,97915,48570
38509,97916,31891
26073,97917,558232
128190,97918,3816
36956,97919,156837
9819,97920,538473
54291,97921,1395376
136620,97922,794
112858,97923,21195
103424,97924,24080
48158,97925,308990
108132,97926,317821
17219,97927,1021143
107746,97928,320674
126281,97929,30726
142800,97930,187707
7883,97931,565431
136936,97932,5892
27944,97933,523817
31187,97934,29455
44027,97935,47184
146672,97936,0
88091,97937,1460563
88538,97938,633633
109745,97939,17503
120265,97940,384116
53963,97941,29596
51493,97942,794
50169,97943,32463
106674,97944,961485
58935,97945,8779
73242,97946,283865
139576,97947,674674
122675,97948,63488
40806,97949,204027
73172,97950,28904
109864,97951,27987
71575,97952,18669
131908,97953,338460
129480,97954,1389989
86896,97955,80305
112991,97956,34750
76537,97957,175300
63468,97958,380345
54978,97959,54489
117223,97960,35996
3422,97961,507
84343,97962,44280
120128,97963,1394896
28512,97964,407951
21812,97965,9335
85062,97966,116380
49282,97967,531505
76876,97968,744287
82375,97969,2
137970,97970,35076
15708,97971,25792
26963,97972,0
31917,97973,4874
45142,97974,178602
63337,97975,8732
68362,97976,2076801
115624,97977,2252
44729,97978,284
27555,97979,78407
36221,97980,196
85951,97981,77911
37580,97982,1089245
43637,97983,595188
70191,97984,115663
83605,97985,349
88547,97986,683
127503,97987,1429094
7007,97988,301127
48464,97989,5739
132469,97990,549423
5923,97991,228300
118895,97992,12927
112049,97993,129439
11105,97994,7378491
7716,97995,162475
143730,97996,63870
90202,97997,135162
38765,97998,2249
42092,97999,89923
27046,98000,659248
17444,98001,26898
77131,98002,10346
74639,98003,11620
144550,98004,62455
16603,98005,67813
132189,98006,40308
133006,98007,54
88297,98008,510958
17748,98009,627394
73828,98010,273201
118981,98011,24955
57326,98012,13836
14508,98013,47915
41773,98014,68197
91166,98015,665372
61779,98016,5460
13064,98017,356749
28378,98018,801835
98977,98019,60933
102365,98020,116031
137492,98021,13592
86058,98022,633257
115703,98023,160301
102711,98024,1032782
97855,98025,790619
119203,98026,30635
91367,98027,35866
90369,98028,68137
116880,98029,5332
106171,98030,167976
114952,98031,435498
48999,98032,125853
38305,98033,506554
50052,98034,6208
95532,98035,89565
50723,98036,28348
107359,98037,33567
137203,98038,190127
34789,98039,10525
26569,98040,266749
84002,98041,49596
19211,98042,8716
16820,98043,55664
102694,98044,261984
130413,98045,1745364
63876,98046,19013
48588,98047,636560
41631,98048,597808
147424,98049,396542
125321,98050,232340
92719,98051,18379
79768,98052,97
72216,98053,333451
113675,98054,598726
76626,98055,52346
131161,98056,982101
78710,98057,45357
102267,98058,67405
20194,98059,5017
149898,98060,50339
69154,98061,843282
114010,98062,1090
30946,98063,635744
84678,98064,36660
130541,98065,581
119230,98066,270574
124285,98067,10868
76302,98068,97979
77214,98069,232928
100479,98070,1291780
106817,98071,659185
16252,98072,316443
145758,98073,1293319
47236,98074,68700
44170,98075,213
78574,98076,568995
331,98077,188
40278,98078,271256
76559,98079,21632
67031,98080,26734
53869,98081,67529
54062,98082,1512
133691,98083,277858
83668,98084,72266
5995,98085,464453
71648,98086,574956
35014,98087,559393
124352,98088,1187104
131903,98089,1300904
129120,98090,11595
42953,98091,108438
40859,98092,15248
128205,98093,369001
54705,98094,872447
83497,98095,29396
38948,98096,1413
31294,98097,2805082
92553,98098,344399
79037,98099,1124701
104741,98100,81157
29439,98101,118436
93124,98102,19291
129187,98103,21305
108039,98104,33519
106734,98105,93
120621,98106,114174
138030,98107,82059
125280,98108,1259
5143,98109,308591
70030,98110,12662
54434,98111,24539
53970,98112,535674
35376,98113,10597
108092,98114,34650
3584,98115,1707279
89399,98116,13785
68348,98117,12398
10564,98118,43338
32402,98119,624072
29340,98120,696185
130761,98121,57883
75563,98122,1412366
88190,98123,5420935
101317,98124,1656763
41190,98125,21
121969,98126,0
131982,98127,177551
55704,98128,10407
621,98129,109047
17627,98130,607938
33779,98131,673440
73025,98132,23958
147332,98133,74386
32841,98134,54753
82979,98135,160389
124741,98136,62
9068,98137,54489
41151,98138,938750
10063,98139,736902
134248,98140,1069352
113938,98141,24657
4352,98142,10864
140379,98143,0
120141,98144,214647
39537,98145,27832
69547,98146,62384
10979,98147,194619
37915,98148,0
96938,98149,169157
57729,98150,466
19659,98151,526860
116713,98152,4965
41343,98153,1318378
102034,98154,12535
84303,98155,19354
43809,98156,197815
77299,98157,605878
16475,98158,11065
135785,98159,1048070
74947,98160,1492
138489,98161,23940
142054,98162,96838
33423,98163,79453
138445,98164,175547
98620,98165,11743
22085,98166,94585
76786,98167,6616
36595,98168,95505
54082,98169,56864
582,98170,0
2268,98171,330209
125762,98172,122792
134831,98173,15556
88953,98174,81774
61541,98175,15146
53756,98176,101272
112664,98177,34461
12213,98178,17460
34412,98179,936803
102848,98180,540289
14633,98181,255949
117647,98182,17084
118854,98183,216351
29022,98184,218
87513,98185,422035
102355,98186,39398
33971,98187,234120
17552,98188,314894
124737,98189,714022
103022,98190,180565
32919,98191,368197
111356,98192,4922
147823,98193,14275
48073,98194,46623
6440,98195,22232
120976,98196,827
43034,98197,126367
134407,98198,17621
3181,98199,13767
28207,98200,61564
14032,98201,21357
5955,98202,31682
57100,98203,19454
2530,98204,14948
95990,98205,21474
93789,98206,49311
134966,98207,462268
40420,98208,768086
45870,98209,567264
68588,98210,116
41808,98211,51736
125813,98212,831
76989,98213,60780
122753,98214,659797
138138,98215,31655
77986,98216,144007
118311,98217,73061
132172,98218,84465
137730,98219,23406
136227,98220,16258
86915,98221,673250
379,98222,208799
121988,98223,494351
90113,98224,12878
20384,98225,2562907
103942,98226,2623
105869,98227,22503
88432,98228,37800
12142,98229,795486
49172,98230,20283
123185,98231,35357
70135,98232,3968
61321,98233,1288540
10577,98234,8508
84182,98235,18635
39557,98236,0
86359,98237,738585
71922,98238,1822959
11370,98239,454334
46889,98240,28
1200,98241,47873
71377,98242,1214327
51463,98243,35758
105627,98244,92343
19062,98245,45318
96366,98246,59253
143117,98247,13679
15924,98248,510333
120182,98249,14017
19046,98250,599048
65344,98251,799483
41616,98252,33079
135516,98253,1067178
26739,98254,59875
118062,98255,2172166
18650,98256,501083
121449,98257,1453603
127486,98258,33106
77107,98259,1054723
104525,98260,1177994
120880,98261,141556
54810,98262,160072
143853,98263,1705
23536,98264,174569
99089,98265,8509
147118,98266,1385
47751,98267,97375
113542,98268,14241
68446,98269,10862
16418,98270,941224
99540,98271,473720
106799,98272,5442
127101,98273,211207
21864,98274,1107743
139829,98275,60962
128713,98276,75380
135621,98277,730785
88941,98278,1152494
90209,98279,199272
21301,98280,767821
68579,98281,26521
23273,98282,37383
19063,98283,550590
7465,98284,0
59125,98285,352041
20204,98286,337613
26140,98287,263377
71856,98288,1188992
78028,98289,28218
143565,98290,28755
140216,98291,1090998
133259,98292,579984
84401,98293,8903
114212,98294,24043
123867,98295,1007
43459,98296,500325
108400,98297,0
15120,98298,216432
86295,98299,12230
8447,98300,830265
102765,98301,156264
70661,98302,120702
92679,98303,37327
141602,98304,0
118440,98305,33811
26668,98306,76998
31458,98307,30652
145516,98308,0
123854,98309,13086
31201,98310,5074
7911,98311,31416
70952,98312,5427
18276,98313,23
147674,98314,28891
19054,98315,808939
122147,98316,16401
23270,98317,2335363
69190,98318,2922007
82990,98319,9852
97054,98320,130218
69258,98321,286592
2706,98322,39230
120767,98323,98256
35518,98324,98
35949,98325,504953
107734,98326,24255
87251,98327,116868
36266,98328,464470
38009,98329,304007
33225,98330,25840
78660,98331,1259647
136664,98332,3165913
125194,98333,77368
30905,98334,45816
81380,98335,528748
111042,98336,1417038
36910,98337,1494
69518,98338,0
55413,98339,2291643
115876,98340,132940
109882,98341,22315
65325,98342,424818
44330,98343,382246
85166,98344,63876
60654,98345,54336
110717,98346,39631
113079,98347,1075193
16043,98348,523577
14606,98349,18654
3410,98350,180
106494,98351,541164
100939,98352,310145
66039,98353,30349
89774,98354,24317
132173,98355,40557
1368,98356,729002
47130,98357,25589
5273,98358,57498
17188,98359,247444
138587,98360,91127
97635,98361,9164
83364,98362,34798
45299,98363,8170
114911,98364,20555
82941,98365,162265
92608,98366,254886
23673,98367,50930
48919,98368,14611
122726,98369,118462
31747,98370,1319
143522,98371,636
8401,98372,2702
41929,98373,842657
90359,98374,8089
107916,98375,490893
48792,98376,567806
50359,98377,146931
145362,98378,1061675
43593,98379,40482
92997,98380,223661
93751,98381,0
83210,98382,9118
10127,98383,1787360
104645,98384,6749
66828,98385,16250
106727,98386,224024
59134,98387,206227
25146,98388,82093
115057,98389,92725
96183,98390,85947
106396,98391,4357
62375,98392,62646
76602,98393,208261
30392,98394,2025642
79725,98395,44983
131030,98396,320
909,98397,50050
90004,98398,334346
115906,98399,165211
104108,98400,510055
133136,98401,856433
103473,98402,27258
124908,98403,1354456
62679,98404,77
44473,98405,6109
29510,98406,847380
19802,98407,16102
148749,98408,554041
34313,98409,1200963
32577,98410,352777
92586,98411,1383093
53502,98412,542927
19152,98413,0
26189,98414,89106
96179,98415,39326
51172,98416,153802
82529,98417,12436
78492,98418,30230
39020,98419,1174950
141214,98420,18149
46133,98421,2364317
82315,98422,27447
31073,98423,33226
62213,98424,412089
129818,98425,22748
28630,98426,369944
71559,98427,505551
31547,98428,9775
147234,98429,1157680
84710,98430,816201
5061,98431,613
36809,98432,327221
94225,98433,119535
16650,98434,12145
60575,98435,20130
42037,98436,576822
22845,98437,33285
145727,98438,289196
113074,98439,25322
50513,98440,49369
8348,98441,4
129620,98442,1106
61540,98443,37692
20627,98444,226
36392,98445,321237
70306,98446,1940745
17099,98447,818792
144984,98448,52516
126039,98449,2821
43004,98450,204547
44054,98451,12539
64302,98452,56802
145262,98453,48635
136990,98454,27702
117884,98455,181839
100498,98456,164521
100254,98457,1222240
67888,98458,855076
81413,98459,87441
51528,98460,139
42842,98461,0
142444,98462,34854
7176,98463,19596
5099,98464,13479
36874,98465,34451
57864,98466,19385
146844,98467,4781
55868,98468,52
33043,98469,7183
84891,98470,306115
39590,98471,93762
112263,98472,520787
34172,98473,22583
59352,98474,64820
92209,98475,1762191
5691,98476,547511
15215,98477,1710337
74747,98478,105010
130739,98479,317540
76383,98480,671126
145702,98481,22045
58192,98482,657
109055,98483,1899348
5153,98484,227233
144690,98485,17377
121363,98486,37477
60022,98487,42531
44037,98488,30272
75450,98489,19737
125737,98490,15511
32681,98491,1319128
117509,98492,2061846
44373,98493,12866
9734,98494,103112
75285,98495,158
90384,98496,295627
73903,98497,1395703
141285,98498,623885
17007,98499,1568
29734,98500,29784
41454,98501,66509
13981,98502,22301
124083,98503,339440
14339,98504,31031
98940,98505,23401
23204,98506,88359
99222,98507,1517243
22679,98508,137998
144105,98509,43778
65428,98510,84
141813,98511,300239
103426,98512,82880
73081,98513,11831
24951,98514,290441
10557,98515,82959
125133,98516,102017
142150,98517,320753
21189,98518,10249
87489,98519,483939
84965,98520,370498
9032,98521,315818
23927,98522,426
118425,98523,212092
65615,98524,2651
74775,98525,647703
116265,98526,58937
16461,98527,199046
51225,98528,31589
149,98529,11803
58925,98530,210649
52240,98531,918445
133387,98532,602940
103588,98533,1951766
128063,98534,12203
74052,98535,537811
131236,98536,1049277
25705,98537,48718
30978,98538,7
4613,98539,16089
79023,98540,21687
109623,98541,486463
15672,98542,2220
52197,98543,13857
98545,98544,21943
52702,98545,113021
115548,98546,26422
349,98547,3095714
35717,98548,2667182
4948,98549,2725
39389,98550,77143
84837,98551,14319
24412,98552,220201
120097,98553,91015
136842,98554,2058316
145437,98555,412398
142311,98556,609
76403,98557,563904
120193,98558,651103
95742,98559,53932
76581,98560,136616
38871,98561,4077
5415,98562,1207484
95450,98563,451070
140386,98564,613261
43691,98565,47455
93257,98566,37111
7291,98567,1081758
26008,98568,65463
94281,98569,131934
116633,98570,412892
141934,98571,33842
31279,98572,31561
100845,98573,1050887
17790,98574,220
8709,98575,1650413
91284,98576,12688
1252,98577,74883
6659,98578,107072
77917,98579,143536
149789,98580,780674
12707,98581,667857
23469,98582,914081
49763,98583,27598
1903,98584,17095
40089,98585,316129
30925,98586,190485
53958,98587,202566
94255,98588,65
29034,98589,66454
66472,98590,160657
132176,98591,32638
16915,98592,500302
38809,98593,68193
81881,98594,18577
127340,98595,11460
46267,98596,16311
1751,98597,407
108409,98598,527914
139874,98599,63657
82720,98600,396579
125415,98601,170986
3956,98602,16849
100325,98603,43288
74143,98604,1197724
107649,98605,608203
73354,98606,26066
76907,98607,380073
106214,98608,11886
27865,98609,6264
142783,98610,891400
79517,98611,677160
140571,98612,128572
9294,98613,217870
127595,98614,21145
132243,98615,1588511
137648,98616,87335
124773,98617,3766
134416,98618,10322
6339,98619,28155
113237,98620,33921
35197,98621,151332
73165,98622,17437
48568,98623,37348
38361,98624,680
40896,98625,675702
109470,98626,779
67804,98627,40473
89041,98628,1060131
81529,98629,964074
138703,98630,1300457
1013,98631,1000470
68142,98632,839628
116076,98633,831667
5828,98634,11908
59220,98635,561364
42574,98636,14816
47512,98637,72997
50532,98638,31365
60962,98639,322328
116096,98640,5567
73604,98641,283740
102719,98642,44384
9781,98643,1812
76807,98644,11609
50227,98645,7990
83877,98646,1111038
4557,98647,25552
67535,98648,666125
22298,98649,350
93030,98650,724613
41642,98651,11162
81046,98652,71773
91091,98653,249764
15268,98654,1161
38786,98655,861243
88904,98656,32530
30228,98657,17244
31731,98658,1050161
143700,98659,12352
54674,98660,52588
106438,98661,75394
79539,98662,9828
58022,98663,544995
17847,98664,139369
97411,98665,148802
54004,98666,103987
62986,98667,131759
136441,98668,41318
130397,98669,24881
51807,98670,3976
130226,98671,50236
140979,98672,32227
118353,98673,93126
87847,98674,253473
45146,98675,879765
83775,98676,141205
6577,98677,321817
64123,98678,17
11666,98679,1519
62831,98680,142374
96250,98681,12168
49933,98682,1526150
37388,98683,213634
43458,98684,177194
129185,98685,68299
120896,98686,630292
44636,98687,228513
120876,98688,51917
77663,98689,119621
29148,98690,43904
19323,98691,572
3150,98692,46103
2627,98693,477994
5792,98694,16918
1743,98695,583616
109327,98696,381468
65874,98697,25073
86635,98698,33238
79885,98699,146
124165,98700,792
15976,98701,4388
118305,98702,162955
19003,98703,1358642
44169,98704,124132
129228,98705,7428
136312,98706,93484
23335,98707,100248
149336,98708,1076266
100605,98709,415196
100063,98710,13754
94928,98711,61234
1756,98712,0
124800,98713,26561
130315,98714,121194
65942,98715,18938
6732,98716,513547
28556,98717,2512
25542,98718,540034
108729,98719,1591600
82197,98720,12162
34074,98721,574733
90880,98722,29381
64132,98723,212582
36091,98724,38458
40708,98725,11017
17501,98726,18631
124921,98727,331364
40191,98728,20270
62968,98729,309953
44481,98730,5044
145923,98731,1387
140132,98732,92
53268,98733,1326756
45011,98734,21035
70303,98735,755898
74960,98736,2159535
80387,98737,5710
78446,98738,76247
56961,98739,1511503
15950,98740,271729
114372,98741,0
2561,98742,30000
134534,98743,11231
74049,98744,43498
144498,98745,1441274
86740,98746,363448
131451,98747,15849
6201,98748,51339
131875,98749,1959202
52350,98750,13569
114617,98751,478681
119712,98752,36
142913,98753,12115
133628,98754,1739297
118083,98755,1816452
71947,98756,158633
120667,98757,591921
101028,98758,24
12562,98759,2351
74192,98760,3414312
6085,98761,37812
123451,98762,147575
70089,98763,167021
38134,98764,49284
25693,98765,445853
59109,98766,11882
48102,98767,53
45522,98768,139625
94006,98769,28789
24503,98770,42732
111295,98771,59
96728,98772,157051
56228,98773,32530
80905,98774,626645
14767,98775,390834
92515,98776,25664
64349,98777,850403
64839,98778,58851
23592,98779,62806
140340,98780,57606
24399,98781,499
79659,98782,1107896
95136,98783,662228
71098,98784,34121
120042,98785,314324
11637,98786,43252
142164,98787,378552
72571,98788,3498
13136,98789,34793
89219,98790,19
62377,98791,430623
59793,98792,69941
117192,98793,191468
9154,98794,113416
32907,98795,318934
128614,98796,4356
22798,98797,143150
107759,98798,86197
65863,98799,1506836
83167,98800,41026
13763,98801,22980
77473,98802,1906
117097,98803,668636
22058,98804,2268
17885,98805,178961
13832,98806,1183053
38974,98807,1009
8642,98808,1213600
108514,98809,64095
101653,98810,554397
63415,98811,29421
26191,98812,2104871
43041,98813,977644
75401,98814,758066
138550,98815,552301
130244,98816,0
58635,98817,30619
70153,98818,860205
99366,98819,215345
12300,98820,524421
111843,98821,3115105
140368,98822,540084
593,98823,17750
103722,98824,558002
47875,98825,68
86147,98826,159492
121205,98827,374
65429,98828,153
8641,98829,611692
42825,98830,157335
68567,98831,76451
139712,98832,132713
78102,98833,504367
124225,98834,1424363
100897,98835,1066843
21788,98836,34883
86509,98837,0
13251,98838,63662
120794,98839,45539
131693,98840,0
64602,98841,25125
107226,98842,276416
146498,98843,36643
92288,98844,54319
139984,98845,26669
6237,98846,544514
117689,98847,741806
140046,98848,183
66917,98849,762551
116041,98850,3956
12210,98851,546357
488,98852,1167178
67963,98853,42454
88328,98854,2248
44130,98855,1789974
86495,98856,8064
44750,98857,37978
88103,98858,1053179
40770,98859,435749
136546,98860,52093
118027,98861,185660
44737,98862,149555
25997,98863,84
107719,98864,9354
2639,98865,105820
1590,98866,131408
115231,98867,1927010
141375,98868,63122
132009,98869,2393624
20286,98870,115012
29066,98871,1295083
91362,98872,529
29385,98873,383629
15737,98874,290656
144202,98875,234114
13439,98876,249471
9784,98877,1047858
25238,98878,155393
73431,98879,447661
90473,98880,751028
20047,98881,2007
15033,98882,149218
59423,98883,49091
136005,98884,195277
110122,98885,11522
119567,98886,272405
89658,98887,110
95528,98888,25016
100752,98889,371520
32353,98890,123447
57197,98891,265330
33720,98892,2046619
138692,98893,24194
4392,98894,8
97208,98895,8010
100474,98896,15266
100868,98897,31666
95570,98898,5312492
43062,98899,304007
65495,98900,115508
55250,98901,296076
132821,98902,428354
100900,98903,11497
10401,98904,28
44614,98905,1291
92994,98906,74
69938,98907,46100
16750,98908,929428
3999,98909,3817
28905,98910,322
81719,98911,13425
65467,98912,531503
2190,98913,144946
65709,98914,46973
94842,98915,43669
107122,98916,559474
101060,98917,47097
138556,98918,27001
142067,98919,444686
134429,98920,8065
8059,98921,542899
14738,98922,26594
116441,98923,5984
133845,98924,145069
130197,98925,87031
68712,98926,1947562
73337,98927,231053
41107,98928,107551
75780,98929,198267
94891,98930,122564
133486,98931,4748
71361,98932,40277
36022,98933,6297428
57533,98934,96249
93452,98935,6025
16757,98936,8231
26421,98937,453
96918,98938,688881
125771,98939,7273
35817,98940,178255
68831,98941,429277
31256,98942,234201
148466,98943,863
16425,98944,417217
107066,98945,202103
7119,98946,14619
31357,98947,251267
96996,98948,12335
144396,98949,241561
23276,98950,26300
33288,98951,121981
43858,98952,51569
12857,98953,1702501
45906,98954,59180
70624,98955,66340
29722,98956,138015
56347,98957,497434
100797,98958,102388
40587,98959,486
22326,98960,63094
79865,98961,77225
65058,98962,494342
111703,98963,1121
138299,98964,21052
24476,98965,901303
29186,98966,915453
140699,98967,1086660
18251,98968,40144
40678,98969,533063
45766,98970,12533
24560,98971,99139
41802,98972,66273
20912,98973,191784
3002,98974,100544
123322,98975,31
8382,98976,260040
125701,98977,192671
109774,98978,2663156
53663,98979,15748
60744,98980,410781
129760,98981,182753
7500,98982,746157
85260,98983,27779
51818,98984,209916
118174,98985,711151
16351,98986,681770
93084,98987,1493402
104713,98988,898707
4955,98989,518764
94131,98990,43976
23498,98991,74643
34051,98992,1036679
116356,98993,0
82313,98994,30064
116796,98995,1052918
110747,98996,42911
24851,98997,212477
105932,98998,37157
134709,98999,473694
33076,99000,120102
68680,99001,24101
1430,99002,2683
31128,99003,128357
128199,99004,88953
48322,99005,1463
23710,99006,264
131633,99007,39279
21110,99008,115341
12416,99009,32164
28090,99010,507755
58164,99011,63364
1954,99012,16591
69535,99013,45949
68058,99014,637365
43291,99015,24082
148192,99016,27251
10698,99017,1051908
6792,99018,86558
87325,99019,1240835
123089,99020,0
132451,99021,1027349
73421,99022,1772078
69476,99023,33170
87373,99024,26
60547,99025,615765
45376,99026,45847
61186,99027,58929
69002,99028,72
136783,99029,1034223
71495,99030,172856
13067,99031,104629
27132,99032,21704
52448,99033,29228
106284,99034,207987
143244,99035,1852693
1179,99036,68758
142742,99037,389465
16295,99038,229864
36973,99039,330
12220,99040,100348
22784,99041,112321
93532,99042,1007
132389,99043,12703
116447,99044,702
129340,99045,1447894
148237,99046,494
22215,99047,683885
46211,99048,6626
33848,99049,332185
22471,99050,597131
125040,99051,52042
44102,99052,49032
48243,99053,38483
50040,99054,42986
67555,99055,8768
86201,99056,158095
134758,99057,2643
24368,99058,337497
142428,99059,1600048
20487,99060,707754
147286,99061,45221
114923,99062,106315
119380,99063,1177992
14152,99064,14762
122761,99065,312254
76195,99066,85599
69403,99067,2115
121203,99068,51
140744,99069,29519
113594,99070,58434
61722,99071,24234
6000,99072,4627
92958,99073,30243
26224,99074,538432
43702,99075,8798
91973,99076,13135
102535,99077,106942
24326,99078,54172
14538,99079,1089262
69742,99080,202050
49066,99081,1395759
146122,99082,91622
73547,99083,17909
43422,99084,110103
107944,99085,13006
107499,99086,1007
133119,99087,590313
110540,99088,1263490
91762,99089,0
129937,99090,413118
122418,99091,3144
94378,99092,983103
98727,99093,85
130141,99094,38230
112208,99095,732689
2061,99096,1477636
111066,99097,224585
15995,99098,377078
11900,99099,13227
87512,99100,5787
33110,99101,102285
128236,99102,2203984
62478,99103,523924
122998,99104,2546
106975,99105,1008227
53557,99106,50243
109105,99107,95755
13533,99108,314722
34491,99109,41450
51276,99110,1823
115175,99111,1276044
36989,99112,121383
104088,99113,158317
91290,99114,12608
30463,99115,283463
56939,99116,258
98909,99117,431031
51264,99118,18853
11021,99119,17887
56071,99120,229734
126299,99121,1617379
62995,99122,11045
4783,99123,102943
12515,99124,58096
111208,99125,678919
149402,99126,609750
29245,99127,503913
132717,99128,1546173
103179,99129,31664
100915,99130,159
92793,99131,726816
98721,99132,12899
65391,99133,31365
113696,99134,566820
78143,99135,283646
8186,99136,150520
23793,99137,606357
114835,99138,330
106680,99139,829
42227,99140,180580
85806,99141,2351593
89456,99142,6673
45325,99143,40985
44454,99144,13261
26350,99145,1298687
124539,99146,20639
115222,99147,33469
24197,99148,76700
36397,99149,35267
63356,99150,195962
92883,99151,42584
14148,99152,39494
140258,99153,36282
32346,99154,35196
68081,99155,1071318
97449,99156,437000
135756,99157,2210
22909,99158,148
133732,99159,0
55439,99160,1776163
10505,99161,1074637
78522,99162,817881
92073,99163,13179
97455,99164,528151
118706,99165,630665
49153,99166,229161
65721,99167,30654
56769,99168,3410
106185,99169,446113
20011,99170,37442
9345,99171,1150358
137157,99172,4
146638,99173,32697
76491,99174,99243
143807,99175,62375
112319,99176,171436
101647,99177,71630
69344,99178,1968166
22470,99179,21648
142212,99180,292602
13809,99181,261875
46112,99182,3
52502,99183,26141
68878,99184,7805
39870,99185,0
88779,99186,354272
14302,99187,28106
148724,99188,212312
110014,99189,490045
144143,99190,83308
41966,99191,5639
67722,99192,20182
41057,99193,3362
115705,99194,1238639
86907,99195,17038
123972,99196,32708
34770,99197,1623
33808,99198,79220
99047,99199,75675
72344,99200,163048
85711,99201,250182
54833,99202,22176
112569,99203,15712
36575,99204,157548
147433,99205,116871
139181,99206,0
98828,99207,955385
1485,99208,12488
506,99209,1467
65972,99210,7995
132733,99211,174468
40100,99212,11255
76064,99213,19278
86991,99214,384
140461,99215,66571
131986,99216,67001
138439,99217,2366876
18644,99218,78829
130178,99219,993
126574,99220,2171230
50273,99221,1119
108971,99222,1449324
11250,99223,53118
135164,99224,38724
63187,99225,977
62496,99226,56
13786,99227,167935
32396,99228,926432
21119,99229,1000380
142332,99230,180567
19879,99231,545000
77587,99232,67796
127618,99233,16116
127074,99234,48220
129935,99235,426322
75043,99236,1095154
105536,99237,40078
1786,99238,1061536
138740,99239,1768499
8799,99240,37006
21672,99241,62510
9876,99242,114081
83544,99243,18894
33135,99244,99178
99631,99245,52404
94873,99246,22046
142551,99247,5297
102693,99248,2373934
45036,99249,31341
46696,99250,50622
129002,99251,509704
86516,99252,227887
55691,99253,524042
110999,99254,10410
38425,99255,11428
15171,99256,1330572
65274,99257,85590
20589,99258,1242326
46119,99259,576875
102475,99260,51
74556,99261,528586
33127,99262,160742
78115,99263,798810
71286,99264,24888
85199,99265,366182
145653,99266,13986
120808,99267,115
85470,99268,2732400
55204,99269,2521
39435,99270,1414166
53520,99271,98636
103632,99272,1418547
29793,99273,116
70759,99274,11104
74510,99275,72474
139295,99276,673872
15477,99277,53396
6442,99278,1195967
64033,99279,3181058
59466,99280,735
63845,99281,223145
36520,99282,203615
126885,99283,2157
91645,99284,11667
39541,99285,26749
112046,99286,226756
75265,99287,10600
46084,99288,45405
145737,99289,342021
16947,99290,950
26071,99291,107
134539,99292,2358
116357,99293,391
16945,99294,270685
48154,99295,4352
10011,99296,611768
43708,99297,612
3250,99298,182260
64697,99299,0
99801,99300,3899545
65194,99301,96203
70715,99302,0
20988,99303,491723
14830,99304,631
117833,99305,117854
62748,99306,14272
133945,99307,7224
21273,99308,34343
88519,99309,295566
54751,99310,13345
17515,99311,47119
115997,99312,24103
30964,99313,5617
4219,99314,48663
119384,99315,1104558
139993,99316,1480
50820,99317,121902
11904,99318,172615
29748,99319,464343
25759,99320,7563
12739,99321,2629419
119527,99322,1006984
123708,99323,25732
66240,99324,38712
62077,99325,7331
58778,99326,9215
147854,99327,33867
62999,99328,12320
21042,99329,160969
46930,99330,170373
125925,99331,72089
33118,99332,95240
112375,99333,1246971
96070,99334,115705
58123,99335,1150551
119334,99336,24095
16925,99337,1599543
87625,99338,559194
144191,99339,40028
2952,99340,286
94856,99341,46862
26680,99342,40432
68722,99343,1368
43207,99344,56
84026,99345,1183149
67843,99346,116418
97007,99347,503571
4706,99348,102614
132890,99349,636000
72579,99350,27968
88369,99351,206816
85069,99352,967252
74568,99353,66980
40180,99354,41591
49612,99355,44218
20945,99356,65047
15377,99357,575385
99344,99358,564979
66839,99359,1374
60715,99360,36902
138739,99361,304471
138935,99362,124244
138752,99363,9114
112595,99364,76946
55767,99365,38003
60477,99366,530277
52156,99367,376
138050,99368,41834
72467,99369,530165
55563,99370,1526624
67736,99371,1644
10047,99372,24596
118651,99373,1558587
125336,99374,26231
346,99375,29896
115534,99376,27831
97630,99377,0
90413,99378,4246
101263,99379,1689029
6279,99380,27275
53732,99381,2391277
78877,99382,5256
59364,99383,42594
91803,99384,1494451
127213,99385,44740
108887,99386,15340
136511,99387,34701
40879,99388,928859
55516,99389,377242
463,99390,2911418
118444,99391,4762
116350,99392,899759
54969,99393,783384
